industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
EdTech,Canada,37,6.77,937.58,-0.62,0.17,291.44,0,2026,Hiring,0
Healthcare,Japan,548,34.84,1844.05,-5.43,5.18,45.99,0,2024,Freeze,1
Retail,Japan,17,2.95,370.54,5.08,4.25,133.94,0,2024,Hiring,0
Healthcare,Brazil,48,18.74,1689.78,-5.72,4.77,108.61,0,2024,Freeze,2
Energy,Germany,457,36.72,1969.15,-6.31,-0.66,48.95,0,2026,Hiring,1
Finance,Brazil,193,28.97,1082.7,1.11,5.87,367.46,0,2022,Hiring,2
Healthcare,Singapore,40,18.38,139.66,4.57,12.71,239.47,1,2021,Hiring,1
Manufacturing,USA,155,6.92,1540.64,-15.3,-6.67,367.1,0,2022,Freeze,1
EdTech,Canada,241,23.02,43.46,-0.98,-12.77,65.98,0,2026,Slowdown,2
Manufacturing,Japan,126,31.79,21.37,4.98,9.92,231.45,0,2023,Slowdown,1
AI,Canada,101,32.07,43.64,-14.74,0.57,196.6,0,2026,Slowdown,0
Retail,Singapore,130,14.8,999.94,-18.92,35.58,181.25,0,2021,Freeze,0
FinTech,Singapore,537,27.7,239.22,13.23,-6.26,98.8,0,2025,Hiring,1
Tech,Germany,62,7.82,483.5,-20.63,-0.75,257.81,0,2020,Hiring,0
Energy,Brazil,33,3.23,141.35,2.56,-10.07,388.3,0,2020,Slowdown,2
Manufacturing,Australia,759,39.72,1913.26,-1.84,9.33,271.17,0,2026,Slowdown,1
Retail,Singapore,235,13.91,207.74,3.97,14.13,492.41,0,2025,Freeze,1
Finance,Germany,527,17.83,1839.78,7.79,20.39,102.63,0,2023,Freeze,0
Retail,Singapore,474,30.91,971.72,3.57,-1.01,202.32,0,2022,Hiring,0
Manufacturing,Japan,39,24.93,1026.49,-0.18,-7.28,317.59,0,2021,Slowdown,2
EdTech,Australia,249,18.39,1870.23,0.54,4.24,273.54,0,2024,Hiring,1
Tech,Australia,4,1.48,1323.95,-3.01,2.38,365.63,1,2025,Slowdown,0
Retail,Australia,354,22.61,1663.96,6.65,13.66,230.83,0,2024,Freeze,1
Finance,USA,142,24.95,665.38,10.49,22.28,342.7,0,2026,Slowdown,0
Finance,India,109,15.87,1763.3,-6.09,14.69,102.45,0,2025,Hiring,2
Retail,Canada,138,11.84,1927.93,9.73,16.25,189.11,0,2020,Hiring,2
FinTech,UK,358,35.82,1970.63,-7.04,5.88,345.59,0,2025,Hiring,1
Healthcare,USA,349,13.23,661.46,3.38,25.84,257.85,0,2022,Hiring,2
Energy,Australia,68,9.65,1929.07,-2.03,9.24,401.06,0,2023,Freeze,2
FinTech,Canada,316,25.51,1764.47,-12.63,1.62,272.69,0,2025,Freeze,2
EdTech,Singapore,37,9.67,693.27,10.42,-6.51,151.22,0,2026,Freeze,1
EdTech,Brazil,200,19.29,884.53,0.5,13.29,14.74,0,2025,Hiring,1
AI,India,196,13.74,798.49,6.86,-7.62,232.78,0,2025,Freeze,1
Tech,Australia,175,19.73,226.47,2.21,5.2,127.45,0,2026,Slowdown,0
Manufacturing,India,326,29.51,711.86,-2.07,1.37,115.62,0,2020,Slowdown,2
Retail,UK,3,3.25,889.97,6.25,-5.68,449.85,0,2025,Freeze,1
Energy,Singapore,37,19.85,1547.26,-2.07,3.97,115.27,1,2026,Freeze,2
Tech,USA,808,36.3,304.68,-9.49,-13.83,131.99,0,2022,Freeze,1
Retail,USA,183,7.12,490.26,8.12,28.75,348.57,0,2023,Hiring,1
AI,UK,69,10.35,694.51,-11.85,15.01,395.68,0,2020,Freeze,1
Retail,Germany,1074,37.78,1212.18,6.68,15.13,90.59,0,2023,Freeze,2
Manufacturing,Japan,587,32.4,866.78,1.74,7.82,127.69,0,2024,Slowdown,0
Energy,India,185,34.77,651.06,8.47,-16.78,109.8,0,2020,Slowdown,1
Healthcare,Japan,245,20.42,1372.82,9.53,-8.54,173.0,0,2020,Hiring,1
Energy,Singapore,29,10.57,7.67,-7.34,-7.79,280.54,0,2024,Hiring,0
EdTech,Australia,92,22.85,1825.39,1.73,-29.55,83.78,0,2025,Hiring,0
Retail,Brazil,395,34.99,646.65,0.15,18.56,4.37,0,2023,Hiring,1
Retail,India,431,25.9,744.82,0.59,21.13,156.09,0,2023,Slowdown,2
Retail,Canada,71,17.38,293.15,3.54,8.2,252.59,0,2026,Slowdown,2
Retail,India,142,37.63,926.0,-13.94,14.18,463.07,0,2021,Slowdown,0
Tech,Canada,462,37.04,1367.18,-3.27,-16.75,224.92,0,2020,Freeze,0
EdTech,USA,259,32.18,1624.1,6.16,3.49,238.76,1,2022,Freeze,2
Retail,Japan,104,9.58,338.17,-5.69,-0.12,85.07,0,2022,Hiring,0
Healthcare,Canada,45,4.21,1532.7,6.24,6.73,308.65,0,2020,Freeze,2
FinTech,Japan,24,6.45,1102.44,-0.42,3.87,120.54,0,2024,Freeze,0
AI,UK,206,35.35,996.91,-8.13,-1.62,90.18,0,2026,Hiring,0
EdTech,UK,367,19.62,221.11,-8.9,0.06,323.21,0,2025,Hiring,2
Manufacturing,India,15,2.22,893.31,-6.79,-37.16,432.04,0,2025,Slowdown,0
Energy,Germany,78,26.87,1459.7,8.03,-8.37,327.9,0,2020,Freeze,0
Tech,Canada,40,19.85,423.94,3.79,-7.55,29.27,0,2026,Slowdown,0
Manufacturing,India,703,39.52,682.82,-23.37,-27.08,29.6,0,2026,Hiring,1
Finance,Canada,941,34.6,1885.37,-10.02,19.4,43.37,0,2023,Freeze,0
FinTech,Australia,12,1.59,735.61,-0.09,18.34,432.73,0,2025,Hiring,0
FinTech,Brazil,372,30.33,1582.28,-9.86,16.32,455.77,0,2025,Slowdown,0
Finance,UK,77,7.91,1309.19,4.93,22.78,395.12,1,2020,Slowdown,2
Finance,Japan,149,28.69,395.92,-6.85,28.09,221.87,0,2024,Slowdown,0
Tech,USA,103,18.62,925.52,-4.43,19.82,421.1,0,2021,Freeze,2
Energy,UK,6,2.15,1383.7,-4.61,11.78,492.93,0,2023,Hiring,1
FinTech,Canada,105,38.63,91.64,-4.03,-13.27,320.51,1,2022,Hiring,2
FinTech,Japan,135,7.13,1671.71,-32.05,1.92,84.69,0,2025,Freeze,1
Manufacturing,Canada,480,30.52,1170.7,-15.86,24.6,133.82,0,2026,Slowdown,2
FinTech,Canada,81,34.02,1674.88,10.29,21.47,83.66,0,2026,Slowdown,1
Retail,UK,137,15.68,1891.15,18.73,11.5,194.54,1,2020,Slowdown,2
Healthcare,Australia,312,29.19,969.48,18.47,-8.52,479.05,0,2026,Freeze,2
Retail,Japan,50,4.47,1439.32,-1.79,17.07,401.22,0,2024,Freeze,2
Manufacturing,Canada,295,30.8,851.8,4.63,1.47,351.89,0,2023,Slowdown,2
Manufacturing,Germany,221,37.36,1651.15,-10.46,-12.23,18.71,0,2020,Freeze,0
Energy,Canada,62,4.61,285.62,-0.04,13.76,485.85,1,2022,Hiring,2
Healthcare,UK,232,15.75,1377.29,-0.96,-16.48,92.09,0,2021,Freeze,1
AI,India,49,14.31,1174.45,3.03,8.2,133.01,0,2021,Freeze,1
Retail,Brazil,182,27.54,375.74,-1.82,-8.1,7.81,0,2020,Freeze,1
EdTech,Germany,90,8.35,888.15,16.52,4.26,477.25,0,2021,Hiring,2
Energy,Australia,333,29.89,388.7,-7.76,12.54,160.77,0,2021,Freeze,2
EdTech,Australia,9,4.45,33.68,-5.87,13.53,367.23,0,2020,Hiring,2
FinTech,USA,147,20.61,872.8,1.44,11.05,398.0,1,2025,Hiring,0
AI,Brazil,60,35.74,662.16,3.88,8.9,402.37,0,2025,Freeze,2
Finance,Japan,27,38.8,1472.25,9.24,7.05,486.49,0,2026,Slowdown,2
EdTech,Germany,109,5.78,835.55,5.56,5.31,149.19,0,2022,Hiring,0
Retail,Germany,412,33.35,1141.51,-1.57,13.88,442.68,0,2025,Slowdown,1
Retail,Singapore,543,33.57,379.98,-5.0,-14.37,56.8,1,2024,Slowdown,2
Manufacturing,Singapore,6,2.13,1930.02,-16.93,-19.74,132.16,0,2021,Slowdown,0
Energy,Singapore,94,15.02,1033.23,-2.3,12.6,66.25,0,2021,Hiring,1
Healthcare,Germany,129,5.48,1144.76,0.16,11.0,107.25,0,2023,Slowdown,1
Retail,Japan,151,15.88,991.05,-6.66,3.51,145.69,0,2026,Slowdown,0
Manufacturing,UK,30,3.53,116.18,-4.83,1.83,124.81,0,2021,Slowdown,2
Energy,Singapore,210,38.72,1387.83,-7.47,17.73,134.6,0,2022,Hiring,1
Retail,Germany,12,1.91,182.99,3.51,39.42,483.08,0,2023,Slowdown,2
Manufacturing,USA,84,29.71,738.31,-4.49,5.2,267.87,0,2026,Hiring,1
Healthcare,Australia,28,9.41,1612.39,6.97,13.2,279.46,0,2024,Hiring,2
EdTech,Australia,284,16.38,738.03,-2.4,4.78,351.66,0,2024,Freeze,2
Energy,Japan,135,4.52,652.43,-10.28,-14.34,274.94,0,2022,Hiring,1
Finance,USA,388,33.45,1570.5,-1.34,-23.43,152.17,0,2024,Freeze,1
FinTech,Germany,298,12.08,1388.38,-10.95,14.65,325.17,0,2022,Hiring,1
EdTech,Canada,69,25.94,1120.64,-17.69,9.43,315.67,1,2020,Freeze,0
Energy,India,140,21.24,1425.6,-7.83,24.93,32.98,0,2020,Hiring,0
FinTech,Japan,22,12.39,1963.97,-3.21,9.63,97.14,0,2025,Freeze,1
FinTech,Singapore,309,18.89,840.13,0.38,-8.21,375.52,0,2023,Slowdown,0
Energy,Australia,92,38.65,566.39,3.28,-3.57,490.66,0,2020,Slowdown,0
Tech,Australia,473,22.92,230.15,1.28,31.47,100.65,0,2022,Hiring,1
EdTech,Australia,175,20.61,1314.54,9.71,-8.64,348.42,0,2022,Freeze,2
Healthcare,Australia,273,30.47,185.96,-1.32,-2.12,260.14,0,2025,Hiring,0
Healthcare,Singapore,268,25.48,1776.31,-3.34,17.2,202.1,0,2023,Slowdown,2
Manufacturing,Singapore,37,31.65,404.32,-3.16,18.71,280.28,0,2020,Slowdown,2
FinTech,Australia,142,32.89,234.4,-3.36,23.09,274.1,0,2024,Slowdown,0
Manufacturing,USA,236,29.0,1008.87,18.7,11.22,469.82,0,2023,Slowdown,1
AI,Singapore,303,15.83,1196.91,3.22,-19.18,422.87,0,2025,Slowdown,1
EdTech,Brazil,41,3.62,395.93,-1.98,35.43,86.73,1,2023,Freeze,1
Energy,Canada,260,24.55,864.72,-1.77,24.22,455.23,0,2026,Hiring,1
Tech,Japan,151,9.88,1535.17,-1.92,13.62,182.66,0,2025,Slowdown,2
EdTech,UK,285,22.88,1951.11,-7.75,8.01,352.64,0,2021,Slowdown,0
AI,Australia,14,3.39,214.13,-0.26,19.61,121.53,0,2020,Hiring,0
Tech,UK,47,28.33,777.22,-1.78,10.29,61.23,0,2025,Freeze,0
Tech,Japan,98,23.14,1813.91,8.4,5.58,342.19,0,2024,Slowdown,1
Retail,Singapore,394,29.75,1020.0,-12.74,-6.12,208.81,0,2020,Freeze,0
Retail,Singapore,127,33.02,342.8,2.97,24.91,257.56,0,2024,Hiring,2
Energy,Singapore,5,1.54,593.13,10.49,-35.39,130.55,0,2020,Freeze,0
Tech,USA,223,33.02,226.51,-2.0,-3.13,253.17,0,2020,Slowdown,2
Finance,Brazil,353,28.47,1333.24,-0.34,-21.64,219.33,1,2024,Slowdown,1
Healthcare,UK,10,4.84,1808.67,-5.45,37.22,413.95,0,2022,Freeze,1
Manufacturing,UK,199,7.09,952.56,-18.0,34.28,380.75,0,2022,Hiring,0
FinTech,Canada,715,35.03,1099.5,1.95,-1.79,403.32,0,2023,Slowdown,0
Manufacturing,India,45,12.06,528.36,-7.63,3.6,79.83,1,2025,Slowdown,2
Retail,USA,164,19.65,883.85,0.94,2.4,244.44,0,2022,Freeze,0
Manufacturing,USA,42,36.36,1572.07,-3.46,6.28,45.24,0,2025,Slowdown,1
Energy,Brazil,498,36.95,825.58,-11.3,6.69,52.07,0,2020,Hiring,1
Finance,India,79,24.76,829.33,5.66,7.19,66.32,0,2021,Freeze,1
FinTech,India,9,3.67,1332.44,-5.84,13.14,199.89,0,2020,Hiring,0
Energy,Germany,443,24.11,847.71,-0.27,7.03,431.0,0,2025,Freeze,0
Healthcare,Singapore,7,6.55,1881.21,-4.54,0.09,5.5,0,2024,Slowdown,2
Energy,UK,103,6.91,429.87,10.93,7.07,115.42,0,2025,Hiring,0
Healthcare,Singapore,513,33.68,1291.71,-2.33,4.31,366.6,0,2023,Hiring,1
FinTech,Brazil,37,4.01,1443.38,-2.94,25.0,414.08,0,2020,Hiring,1
Retail,India,47,26.46,1940.73,-3.27,11.5,110.07,0,2026,Slowdown,0
Tech,Canada,103,8.24,1766.41,9.87,32.25,58.02,0,2026,Slowdown,2
Energy,Brazil,106,11.12,713.89,-5.29,15.9,453.98,0,2022,Hiring,2
AI,Canada,109,11.65,527.64,2.44,-18.47,163.87,0,2020,Slowdown,0
Manufacturing,Canada,690,37.2,1050.9,-0.27,15.76,18.48,0,2025,Hiring,2
Tech,Brazil,161,11.26,640.22,-0.67,10.58,244.36,0,2022,Freeze,1
EdTech,USA,1017,35.5,520.57,-25.07,7.05,236.32,1,2023,Hiring,1
Tech,USA,93,31.98,1053.6,-12.03,7.18,466.48,0,2024,Slowdown,0
AI,Canada,178,9.75,1026.89,-1.47,5.89,477.85,0,2024,Hiring,1
Healthcare,Germany,165,22.89,1848.49,-10.05,23.7,378.29,0,2023,Freeze,1
Manufacturing,Australia,18,4.82,1749.71,-4.66,4.55,87.95,0,2024,Hiring,1
Tech,Singapore,475,24.58,1012.62,13.46,9.4,340.97,0,2024,Freeze,2
Manufacturing,Japan,28,3.44,1082.31,3.11,17.42,9.1,0,2026,Freeze,0
Retail,India,157,31.04,385.7,9.74,17.45,217.09,1,2026,Freeze,1
EdTech,UK,208,28.46,1308.63,-0.81,4.82,302.41,1,2026,Slowdown,0
Manufacturing,UK,80,6.48,1240.98,-17.1,-15.68,22.36,0,2020,Freeze,2
Finance,USA,10,1.19,1359.83,-6.67,2.05,332.29,0,2021,Freeze,1
Finance,Canada,155,33.0,1765.95,-2.86,-25.68,103.1,1,2022,Slowdown,2
Healthcare,India,36,2.46,1280.17,-13.15,12.18,201.69,0,2021,Slowdown,2
Healthcare,Australia,147,26.41,381.83,-11.84,9.11,10.47,0,2024,Freeze,0
Retail,Singapore,103,7.27,1980.4,0.73,-6.78,441.06,0,2021,Hiring,0
FinTech,Germany,55,15.25,116.08,-7.8,6.99,55.13,1,2021,Hiring,1
EdTech,Singapore,185,16.83,244.94,4.94,0.5,22.18,1,2020,Freeze,1
Retail,UK,15,1.34,1114.01,-7.44,2.27,395.64,1,2025,Slowdown,1
Manufacturing,Australia,573,25.18,1352.51,14.08,21.41,356.07,0,2023,Freeze,2
FinTech,USA,579,19.47,669.2,-4.85,-24.98,252.32,0,2023,Hiring,0
Manufacturing,Singapore,127,18.18,695.16,-6.1,15.86,326.99,0,2026,Hiring,2
Finance,Brazil,13,4.0,1766.33,-4.31,-3.93,403.48,0,2025,Hiring,0
AI,Germany,136,19.56,941.79,-18.02,12.14,152.67,0,2026,Slowdown,1
FinTech,USA,17,2.08,131.03,-5.77,-13.72,487.99,0,2025,Slowdown,2
Finance,Canada,2,1.69,1361.34,10.76,-10.56,36.35,0,2025,Freeze,0
Finance,Canada,69,4.39,748.19,0.75,-11.51,190.01,0,2023,Hiring,1
Manufacturing,Canada,51,4.2,653.43,-2.31,12.25,352.91,0,2021,Hiring,0
Energy,Brazil,59,13.98,1388.89,-1.84,13.19,206.04,0,2024,Freeze,1
FinTech,Singapore,69,4.77,877.06,6.78,26.01,298.08,0,2024,Slowdown,1
Retail,Australia,60,13.49,833.36,2.61,-2.29,492.5,0,2022,Freeze,1
Manufacturing,Brazil,123,13.88,1259.81,19.65,-12.07,223.49,0,2026,Hiring,0
Retail,Canada,226,28.81,1785.77,-17.08,2.46,47.61,0,2023,Slowdown,0
Energy,UK,71,8.37,1137.87,3.21,18.12,46.83,0,2022,Freeze,1
AI,India,284,34.48,1759.2,-7.1,11.34,434.35,0,2025,Freeze,0
Healthcare,Singapore,449,39.14,269.31,-1.36,19.05,41.57,0,2025,Hiring,1
Manufacturing,Singapore,63,19.13,1295.05,5.38,14.41,65.24,0,2020,Hiring,0
Manufacturing,India,29,1.54,17.12,-4.52,46.95,77.07,0,2022,Hiring,2
Energy,India,59,16.2,1328.54,-5.83,15.74,50.43,0,2021,Hiring,0
FinTech,Canada,470,26.24,1609.75,-7.84,-9.37,436.33,0,2025,Freeze,1
Retail,Japan,560,37.82,1376.8,-19.39,-29.21,73.12,0,2021,Slowdown,0
Finance,Japan,257,13.1,1728.24,-11.38,34.11,388.15,0,2024,Slowdown,2
FinTech,UK,261,25.85,198.92,2.13,-21.01,357.04,0,2021,Slowdown,2
FinTech,Canada,62,4.51,648.96,-15.74,-39.55,483.42,0,2022,Slowdown,0
Manufacturing,Japan,195,18.56,975.56,1.63,-10.07,326.79,0,2023,Freeze,2
EdTech,Canada,408,31.97,1963.28,-2.25,55.62,470.35,0,2020,Slowdown,0
Healthcare,Australia,62,17.8,836.29,-11.04,-0.12,172.2,0,2021,Freeze,1
EdTech,Japan,151,31.55,1872.24,-2.11,27.31,69.0,0,2026,Freeze,0
FinTech,Germany,82,6.03,1059.75,-6.87,15.01,404.61,0,2023,Freeze,0
Finance,Singapore,297,33.16,1592.58,-17.43,26.09,371.6,0,2020,Freeze,1
Manufacturing,India,36,11.71,613.2,-10.53,-7.24,44.13,0,2026,Hiring,1
Healthcare,Singapore,776,38.88,647.37,6.93,-14.43,53.46,0,2024,Slowdown,1
Tech,India,492,24.76,1834.41,-5.31,3.92,314.09,0,2024,Freeze,2
Energy,Canada,96,5.26,388.12,-14.83,2.09,107.82,0,2026,Freeze,1
Retail,Germany,677,39.31,1572.03,5.87,7.8,265.86,0,2025,Hiring,0
Manufacturing,Australia,192,22.81,1586.12,-10.56,8.08,152.54,0,2026,Freeze,1
Finance,Australia,238,8.88,500.37,8.09,2.02,76.62,1,2023,Freeze,1
Retail,Japan,454,34.56,625.44,8.73,22.44,262.32,0,2024,Hiring,1
Finance,Germany,833,31.02,199.46,10.82,2.42,84.24,0,2022,Freeze,2
Finance,USA,155,9.46,1656.76,3.03,25.33,139.9,0,2026,Hiring,1
Manufacturing,Japan,66,8.9,1516.59,5.98,-23.03,390.82,0,2021,Hiring,1
Manufacturing,India,116,5.74,163.98,3.43,11.31,5.2,0,2023,Slowdown,2
Manufacturing,Singapore,985,36.71,1881.85,3.24,-3.93,113.76,0,2022,Hiring,1
FinTech,USA,310,20.87,66.41,-10.08,-16.63,191.04,0,2025,Freeze,2
Finance,Singapore,90,24.76,386.57,-0.58,-3.77,305.68,0,2020,Hiring,1
FinTech,India,65,17.43,1443.34,5.91,8.37,249.8,1,2024,Slowdown,1
EdTech,UK,106,4.82,591.29,7.28,3.44,298.68,0,2022,Slowdown,2
EdTech,USA,565,30.97,290.42,-8.02,-3.84,94.92,0,2023,Freeze,1
Tech,Germany,280,31.59,1311.36,-6.78,14.81,164.34,0,2020,Slowdown,1
AI,Brazil,149,22.31,745.9,5.89,11.97,20.22,0,2021,Hiring,2
Finance,Singapore,105,8.58,1574.16,0.28,27.75,456.85,0,2025,Hiring,0
Healthcare,Japan,142,7.14,775.13,-4.0,-10.06,405.09,0,2024,Hiring,2
Healthcare,UK,107,14.0,300.98,-5.96,14.46,372.55,0,2022,Freeze,0
Manufacturing,USA,31,1.1,879.25,-9.64,13.5,445.35,0,2022,Slowdown,0
Tech,Brazil,7,13.1,323.27,1.37,19.35,129.17,1,2026,Freeze,1
Manufacturing,Germany,180,21.38,88.37,-1.53,23.1,45.49,0,2023,Freeze,0
Manufacturing,Canada,102,30.67,1839.57,0.82,0.95,57.09,1,2026,Freeze,0
EdTech,Germany,35,3.21,165.53,-8.36,34.73,34.71,0,2023,Hiring,0
Manufacturing,Australia,230,27.07,473.01,-8.93,-14.44,301.09,0,2023,Hiring,1
Energy,USA,10,2.43,85.1,-4.7,2.83,273.38,0,2020,Slowdown,2
EdTech,UK,453,22.94,1454.08,-8.5,22.72,487.56,0,2025,Slowdown,0
Finance,Canada,391,34.92,1557.97,5.08,12.86,260.53,0,2022,Freeze,1
Finance,India,118,12.71,797.49,2.61,-12.81,232.35,0,2022,Freeze,1
Tech,UK,379,25.64,74.25,-10.52,-9.56,470.38,0,2024,Freeze,0
Tech,Australia,300,32.72,526.3,11.52,1.08,212.52,0,2021,Slowdown,2
Healthcare,UK,223,39.76,1344.14,9.28,14.28,417.96,0,2022,Hiring,1
EdTech,Germany,761,38.69,105.02,4.04,4.03,256.83,0,2026,Slowdown,1
Manufacturing,Singapore,411,23.47,1222.93,-1.92,-17.55,423.51,0,2026,Freeze,0
EdTech,Canada,138,7.36,1135.74,4.77,-7.28,81.54,0,2025,Slowdown,0
EdTech,Japan,30,4.2,1941.85,-0.71,-7.24,498.45,0,2023,Freeze,1
Healthcare,Singapore,400,30.06,1541.39,-2.27,-9.72,195.25,0,2025,Freeze,2
Retail,Singapore,750,33.21,525.25,-5.37,20.36,209.51,0,2022,Freeze,1
Manufacturing,Japan,119,27.25,1905.35,1.91,22.51,323.83,0,2020,Slowdown,0
Finance,UK,4,1.11,1036.41,-16.28,-1.56,398.64,0,2021,Hiring,0
FinTech,Japan,515,18.94,468.68,13.99,-7.39,465.39,0,2023,Slowdown,2
Healthcare,India,765,30.76,378.37,6.42,2.81,207.69,1,2023,Slowdown,2
Manufacturing,Canada,102,6.92,1071.19,-18.73,-9.27,407.91,0,2023,Slowdown,1
FinTech,Germany,139,35.93,1093.52,12.47,9.86,313.61,0,2026,Hiring,2
Healthcare,Brazil,230,31.54,706.02,3.49,19.95,42.48,0,2021,Hiring,1
Retail,Brazil,514,19.37,1969.42,6.37,1.93,363.86,0,2022,Hiring,0
Finance,Japan,90,31.81,1351.25,-12.18,7.04,13.09,0,2022,Freeze,1
Energy,Singapore,234,30.99,1936.73,6.53,-29.06,350.99,1,2026,Slowdown,2
AI,Japan,188,37.46,848.7,-5.84,11.51,292.36,0,2021,Freeze,1
Finance,USA,7,7.52,1610.1,-0.16,-3.99,393.1,0,2026,Hiring,2
Retail,USA,107,33.44,1166.95,-17.56,19.54,442.2,1,2021,Slowdown,0
Retail,Brazil,88,24.37,1208.47,8.94,-22.9,324.66,0,2024,Hiring,0
FinTech,Germany,147,26.36,1666.79,-9.97,13.66,406.77,0,2021,Slowdown,0
AI,India,389,23.13,603.55,-14.39,1.83,226.49,1,2022,Freeze,0
Healthcare,Australia,10,4.54,301.34,-2.14,-13.17,101.77,0,2021,Freeze,1
Retail,Japan,50,5.18,1392.84,-2.46,3.33,323.56,0,2021,Hiring,2
Manufacturing,India,247,18.45,234.01,-1.81,-15.38,422.29,0,2026,Slowdown,1
EdTech,Singapore,41,13.37,45.78,-12.34,9.29,99.45,0,2025,Slowdown,0
Manufacturing,India,298,10.32,1698.88,-2.31,-7.85,291.31,0,2022,Slowdown,1
Healthcare,Germany,76,7.08,1045.87,0.48,10.85,296.36,0,2021,Freeze,0
AI,Australia,138,17.04,1595.28,6.12,-2.32,76.62,0,2026,Hiring,0
Energy,Germany,189,20.51,354.01,3.21,-11.9,42.66,0,2020,Freeze,1
EdTech,Germany,38,5.23,1524.7,2.63,0.05,393.46,0,2021,Slowdown,2
Manufacturing,Canada,369,29.95,1325.93,-0.59,-14.81,437.77,0,2023,Freeze,0
EdTech,Australia,244,33.82,1271.05,-11.83,18.15,64.47,1,2021,Hiring,0
Manufacturing,Australia,121,34.08,1089.94,2.63,20.92,267.36,1,2023,Slowdown,2
Tech,Singapore,271,39.47,1508.85,-13.66,10.46,342.31,0,2024,Hiring,2
Manufacturing,USA,40,4.64,1826.71,-2.63,6.79,310.52,0,2025,Freeze,1
Energy,Germany,8,11.38,75.39,-7.02,-14.18,366.42,0,2025,Slowdown,2
AI,Singapore,571,30.46,1653.51,4.62,1.87,194.57,1,2025,Hiring,1
Retail,India,365,20.39,54.34,-2.73,-0.69,471.68,0,2026,Hiring,0
Finance,Brazil,170,13.82,1638.76,-7.01,-6.1,463.78,0,2023,Freeze,1
Energy,Germany,13,3.8,1621.61,5.06,-5.11,359.3,1,2025,Hiring,1
Healthcare,Japan,180,27.08,509.95,0.19,1.57,494.81,0,2020,Slowdown,2
Energy,Australia,105,8.38,1649.0,3.67,8.14,53.64,0,2024,Slowdown,1
FinTech,Canada,106,11.73,1835.47,-3.53,5.19,183.39,1,2022,Freeze,0
Finance,USA,140,19.1,224.76,-4.38,7.86,326.55,0,2024,Freeze,0
AI,Japan,482,38.69,143.88,-3.4,25.96,209.81,0,2022,Slowdown,1
AI,Germany,119,9.26,832.74,1.45,-0.01,4.42,0,2020,Freeze,1
EdTech,India,80,5.5,1991.78,-6.11,0.48,235.89,0,2020,Hiring,2
Healthcare,Japan,35,4.32,237.82,-14.03,3.75,278.66,0,2023,Hiring,1
FinTech,Brazil,40,20.95,576.81,-1.02,-4.01,95.82,0,2026,Freeze,2
Retail,Brazil,232,14.85,521.11,-4.29,8.24,317.37,1,2025,Freeze,0
Retail,India,157,5.87,1170.92,-1.68,-25.53,365.99,1,2022,Freeze,1
Finance,UK,37,10.35,862.77,3.28,6.71,405.75,0,2023,Hiring,1
Healthcare,USA,53,18.11,13.06,-13.48,0.04,242.23,0,2025,Hiring,2
AI,USA,64,35.09,503.71,3.65,31.3,389.19,0,2026,Hiring,2
Finance,Canada,26,2.03,1061.82,-4.82,-4.09,373.63,0,2021,Freeze,0
FinTech,Brazil,457,30.59,539.68,-5.73,3.91,128.46,0,2020,Hiring,2
AI,Japan,539,33.72,1596.85,-9.35,23.01,209.04,0,2023,Slowdown,2
Retail,Australia,188,22.65,993.96,0.47,11.91,346.7,0,2022,Hiring,0
AI,Japan,235,26.02,1922.95,-2.97,6.38,377.53,0,2021,Freeze,2
Retail,UK,422,17.86,1930.77,-7.08,-1.86,33.89,0,2023,Slowdown,0
Energy,USA,78,3.37,1931.01,2.2,13.49,279.97,0,2023,Hiring,1
Finance,Japan,264,15.12,704.16,0.03,-6.75,315.04,0,2023,Freeze,0
Retail,Australia,142,11.45,1218.96,-3.71,25.2,140.52,0,2025,Hiring,2
Energy,Singapore,16,7.93,942.24,-3.96,14.74,149.65,0,2021,Hiring,2
FinTech,India,290,36.54,93.26,3.2,-21.64,181.3,0,2021,Freeze,1
Finance,Canada,67,4.54,1541.95,9.61,-0.65,314.95,0,2021,Slowdown,0
Tech,UK,34,9.18,1721.55,8.83,12.83,457.41,0,2020,Slowdown,1
Tech,Australia,82,3.07,494.32,-0.45,-18.75,138.38,0,2022,Slowdown,0
Finance,India,609,32.06,1999.44,2.21,-19.01,229.64,1,2025,Hiring,2
Finance,Japan,138,30.8,1197.25,-9.11,-26.92,228.07,1,2020,Freeze,2
Retail,Japan,29,6.17,1625.66,6.13,4.42,137.35,0,2026,Slowdown,0
Tech,Canada,155,17.85,1679.13,-2.13,-33.34,496.34,0,2022,Freeze,1
EdTech,UK,120,37.57,197.42,-6.79,-6.64,111.05,0,2024,Hiring,1
Healthcare,USA,96,9.07,1378.01,-1.68,18.09,456.51,1,2021,Hiring,0
Tech,USA,951,32.61,663.36,-6.58,11.82,230.64,0,2022,Freeze,1
Energy,Canada,88,21.82,1900.11,-8.73,8.79,10.01,1,2024,Hiring,0
Finance,India,230,18.07,967.61,-14.17,19.21,200.26,0,2024,Freeze,2
Retail,Canada,76,7.15,1963.77,-2.94,-6.76,341.94,0,2026,Hiring,0
Energy,Germany,446,34.96,328.98,-9.63,-1.01,12.17,0,2020,Hiring,1
